"inventory_origin","legacy_id","legacy_title","legacy_date","legacy_era","legacy_region","disposition","proposed_canonical_id","proposed_title","proposed_date","destination","rationale","overlap_or_prerequisite_notes","research_editorial_status"
"timeline-stub","moon","Apollo 11 Moon Landing","1969 CE","modern","Space","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","obama","Barack Obama Elected","2008 CE","modern","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","paris_agreement","Paris Climate Agreement","2015 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","rosa_parks","Rosa Parks Bus Boycott","1955 CE","modern","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","rwanda","Rwandan Genocide","1994 CE","modern","Rwanda","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","sept_11","9/11 Terrorist Attacks","2001 CE","modern","USA","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","six_day_war","Six-Day War","1967 CE","modern","Middle East","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","solidarity_poland","Solidarity Movement in Poland","1980 CE","modern","Poland","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","sputnik","Sputnik Launched","1957 CE","modern","USSR","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","star_wars","Star Wars Released","1977 CE","modern","USA","Archive","None","None","None","Archived legacy resource","As a standalone chronological node it adds no unique causal prerequisite or explanatory handoff; preserve assets and notes for possible reuse.","No canonical prerequisite; avoid restoring as progress-bearing World Spine content.","Archive after link and asset review."
"timeline-stub","tiananmen_square","Tiananmen Square Protests","1989 CE","modern","China","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ussr_fall","Dissolution of the Soviet Union","1991 CE","modern","Russia","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","vietnam_war","US Involvement in Vietnam Peaks","1968 CE","modern","Vietnam","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
